ClickCount,SessionTime,InteractedObjects,PlayerPositions
0,22,12,"","(-0.51, 1.08, 0.09) | (-0.51, 1.08, 0.09) | (-0.51, 1.08, 0.09) | (-0.51, 1.08, 0.09) | (-0.51, 1.08, 0.09) | (-0.51, 1.08, 0.09) | (-6.50, 1.08, 2.38) | (-11.11, 1.08, -1.05) | (-12.25, 1.08, -3.25) | (-4.46, 1.08, 1.91) | (0.63, 1.08, 0.92)"
